essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
435	1	"Most adults beileve that computers are just awaist of time and are somtimes can be addicting or bad for health. Well its true it can be bad, but it matters how you use it. There is one thing about the computer that is amazing. That is socilizing with friends, family or even strangers. You know when your parents say never talk to strangers well, you can do this saftely and harmless over the computer, and you also learn alot about life or other peoples life outside your small little town. There is another @CAPS1 perk with computers and that is keeping in touch with family or friends that live far away. My sister went to @LOCATION1 for six months, but the thing was it felt like two weeks because I was able to communicate and se pictures of here @CAPS1 @CAPS2. The last but probably the most important part is getting ahold of. People you actually really need talk to, such as friends, teachers or even people you never talk to in school. With these three advanced ways to soliaze it will always feel like your never alone which an awsome thing. There is many other things the computer is used for other than social life, and that is actuall important use, stuff you need to know or want to find out. Here is one example, everone has forgot there work at school or your office at least once in your life. Well with being able to just grab all the papers off line is easy. Just go to your teachers home page and just print your homework. Its that easy just one click and that saved you a twenty minuet ride to school. How about when your up at night wondering what the weather is going to be lik, many sunny, cold or even a glorious snow day. Well instead of waiting to find out you can just go on weather.com and see everything maps, forecast or what is going to happen hour by hour. Just like weather people always want to know breaking news. Why watch an two hour show when you can just get to the point off whats happening in this world we live in. I mean the parents have to open there eyes and seethis a buetiful thing. We should be proud of the fact that humans have created somthing so complex and intresting. There is one more topic that I know youre going to absoltly love. I mean right now your grading this in your office, well you can be grading this at home on your comfortble couch, with a fire crackling and all the peace and quiet in the worl. People work from home all the time. you can run a business from your very own living room. My father owns company and works from home most days. Its absoutly @CAPS1 be is able to take me out, spend time with the family and most importantly doing the things he loves and guess what, you can do this too. Like I keep saying its only a click away here is another topic, online banking. Do you really want to drive to the bank and sit down with that borring acountant and spend hours there, well, now you don't have to waste your time, you can type in a couple keys and boom, your on your way to see your information. That was faster then two hours i'm guessing. Yes, I believe that computers are a @CAPS1 use of time and will also help alot in the future. So the next time you log on to your comptuer do some of these things and turst me your will think exactly what I think."	6	5		11																					
436	1	"Dear Readers of the Local Newspaper, More and more people use computers, but not everyone agrees that this benefits society. Those who support advance in technology believe that computers have a positive affect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Others have different ideas. Some experts are concerned that people are spending to much time in their computers and less time exercising, enjoying nature and interacting with family and friends. I agree with those experts because many people take the computer serious and always want to be on. Though the @CAPS3 users think there is nothing, negative about using the computers but there is. Such as increase light bill payment, obesity and like the experts said, ""@CAPS1 time interacting with family and friends."" @CAPS2, @CAPS3 users of the computer cause light bill because if the user are constantly on, then computer must cnstantly be on, when the computer in constantly on, it causes the light bill to increase. I can connect to that because I used to be a @CAPS3 user of the computer and my guardian would yell at me because of it. Ever since I had brought down the habbit od being a @CAPS3 user my guardian has stated the light bill gas decreased. Another reason why @CAPS3 user of the computer must decrease thier habbit is because of obesity. Obesity is when a man or women is overwieght. My imaginary friend is a @CAPS3 user in my imagination. He is light many others, he never exerciszes with his friends because he is constantly on the computer. Last but not least,@CAPS3 begin to slack on interesting with friends and family. As I stated in paragraph two that I used to be a @CAPS3 user. I myself wouldn't accept invitation to couldn't go to movies with friends and I wouldn't help around the house. These were the main three thing I wouldn't do. Then I learned to not abuse the computer, not waste my time on it. but I also learned to be responsible with it. That's what I think many @CAPS3 should do to. In conclusion, being sa constantly user is not healthy because it many cause obesity. Also, a @CAPS3 user increased light bill, and wont spend time interacting. "	4	4		8																					
437	1	"@ORGANIZATION1, In my opinion, the effects of computers are not good. Many people spend too much time on their computers and less time exercising. People are on their computers so much that they dont enjoy nature anymore. Also, they aren't interacting with family and friends that much. I think that computers are becoming an issue. @NUM1 out of @NUM2 people in my school agree that they hardly exersize any more because they are always on their computers. For example, @NUM3 year old @CAPS1 used to go to the gym everyday before she got her own computer. Now every afternoon she finds herself in front of the computer monitor. If it wasn't for computers, I'm sure kids would be outside getting exersize. Computers are a serious issue. Have you ever found yourself in front of the computer screen, on a beautiful day outside? I have, and while I was on the computer I could have been outside enjoying nature. I think it would be best if you unplugged those computers for a day and just went outside and got some fresh air! If everybody keeps this habit of staying on your computers all day and not going outside, we might turn into a world of couch potatos! Im sure you dont want that. Lastly, I remember multiple times I said I would do something with my dad but I didnt because I was on the computer. Many people can agree with me. Instead of going out to interact with your friends many are just instant messaging them. The internet is amazing, but I think everyone forgot the joy of going out with friends and family. So get off those computers and call a friend. In conclusion, the effects of computers are bad. Many people are spending too much time on their computers and have less time exersising. They are on so much they dont enjoy nature anymore. Also, they aren't interacting with friends and family. I think after reading this you can see computers arent good."	4	4		8																					
438	1	"Dear newspaper, People are spending to much time on their computers. They are on the computers when they should be exercising. People need to enjoy nature and spend time with family and friends. Let me explain more. Firstly, the people who are consently @CAPS1 people, facebooking people, or on myspace aren't getting exercise. Now, more than ever people are becoming very obese. It is very unhealthy. People in my family that are always on facebook are not getting exercise, and becoming overweight. Eight out of ten @CAPS2 aren't getting enough exercise. We need to get people moving and exercising. Secondly, People need to enjoy nature. Everyone is so caught up in their computers, they don't sit back, relay and take in nature. People don't get that the earth is polluted. Once animals are extinced they are not comming back. If they got off of their computers for a minute they could see the animals before they are gone. Computers are the wall between inside and going outside in back at the world. Finaly, the computers are getting in the way of seeing family and friends. Everyone is so caught up in the newist computer they don't see their friends or family I know some people who when its time for dinner, they walk down to the kitchen. Get their food and bring if to their computer so they don't miss out on anthing family and friends are very important. @PERCENT1 of @CAPS2 onley see friends and family on holidays. Computers are getting in the way of everything! People arent getting the exercise they need. They aren't going outside to enjoy the nature and the arent seeing there friends and family. We need to get people off their butts and away from the computer. Why does everyone have to sit in front of the computer anyway?"	4	4		8																					
439	1	"What I am going to tell you could change the way you think about computer in general. People might say that computers are great to be on its fast and you get what you need but I think computers are not good they become addicting and make your bills every high, computers can lead to your child sending less time with you and your family, also computers can be very danerous for teens and children of all ages. I say that computers are addicting this is a fact @PERCENT1 of students spend most of there time on the computer. Why are computers so addicting well they have instant message you can talk to people around the world. Now I know it might not sound bad but this can be bad for your pocket @PERSON1 who works with electrion bills says that because children spend more time on the computer the bills in house have grown up almost @PERCENT2 and the harder it is for people to pay there bills. Computers are what they say now a days are one of the main reason children spend less time with there family. This is true in most familys like mine because pof computers me and my sisters spend more time on then computer than with each other this can cause argueing and fughting between familys. Statics show that @NUM1 people would rather spend more time on the computer talking to people or listening to music than spend time with there own children or parents. Is this what you want for your you and your children to be separated by tecongly? Computers aren't always safe for teens and children of all ages. There are many reasons why computers can sometimes not be safe for your children or teens. I say this because sometimes we are worried about are kids safty and when your child is on the computer you have no idea who they are talking to or what they are talking about. Teens are most/likely going to met other people online and there are stalkers, posers, and other people out there that are pretending to be soomeone they are not and your child can be one of those peoples who fall for it and it can lead to meeting someone they might not know and they can be kiddnapped, rapped anyting can happen. Children can be always get hurt by verbal abuse they can be threatened by others and hurt and that can cause emotional damage so be careful and monitor your child. These are just very few things that can happen. These are my reason computers aren't the really benefiting are society."	5	5		10																					
440	1	"Dear @CAPS1 @CAPS2, I think that being on the computer too long is bad for people because, you could get obsessed with the computer. You could get in trouble, and it could effect your education. One reason I think that being on the computer too long is bad for people is because you could get obsessed with it. For example, if you were playing outside on a nice day and you called a friend and asked them to come over and they said no I can't @CAPS3 on the computer. You said why todays a nice day. Then your friend said @CAPS3 playing games. Thats an example of being obsessed with a computer. Another reason that being on the computer too long is bad for you is because you could get in trouble. Getting in trouble online is bad because you could get sued or the owner of the website could delete it from your computer. Also if your parents found out you would be in even more trouble because then you would get grounded. That means you wouldnt be able to use the computer for a long time. My last reason that being on the computer too long is bad for you is because it could effect your education. If someone was on the computer too long instead of doing their homework that could effect their grades a lot. If you are in @CAPS5 @CAPS6 and this happens you wouldnt be alowd to graduate and go to college. That is not a good thing if you are trying to get into a good college. Even though the computers is important in @CAPS5 @CAPS6 you still shouldn't be on it to long. In conclusion everything I have said about why being on the computer too long is bad for you proves that too much computer is bad for people."	4	4		8																					
441	1	"Dear Local Newspaper: Computers have become a major part of peoples lives. The effects computers have on people are only negative. Nothinggood comes out of using a computer. This is because computers are time consuming from in other activities, computers are not always working which leads to people getting angry, and using computers is bad for your health. I know you have a difficult decision to make but after reading what I have to say, their will be no doubt that you will agree. Using computers is very time consuming. People don't realize how long they have been using the computer. Once you start using it, your hooked and it's hard to stop. A poll was taken and out of @NUM1 kids, @NUM2 of them said they felt groggy and had headaches, after using a computer for two hours. The way computers make you feel is not enjoyable. But while your using the computer it's entertaining, for example, your on @CAPS1 and your talking to your friend and your laughing at them & enjoying yourself, but it's not the computer that's making you happy, it's the person, you might as well see them in person. There for, computers are time consuming & should not be used. Copmputers are not reliable, they have minds of their own. Many people do always rely on their computer and when it doesn't work it causes the person to get angry or frustated. Computers have a vast impact on people, but they shouldn't have to. Dr. @PERSON2 at @ORGANIZATION1 says that @PERCENT1 of @CAPS2's frustration & anger is caused by non-working computers. If the use of computers was lowered anger that people have would lower and would lead to other positive things as well. Furthermore, computers are not realiable and cause people to get angry. My final reason is that, computers cause health issues and cause people to be lazy. The obesity rate is higher than ever and people sitting on the computer all day is not helping. @PERCENT2 of obesity is caused by the use of computers. @PERSON1 at @ORGANIZATION2 says that @NUM3 out of @NUM4 people who don't use computers are much healthier because instead of using computers they exercise. There for, computers cause health issues. In conclusion, computers effect people because they are time consuming, you can't rely on then and it's bad for your health. There for, computers have negative effects on people. "	4	4		8																					
442	1	"Dear @LOCATION1, @CAPS1 one day being able to talk to anyone in the world by simple pushing a button. This has became posible with the computer. I support the advances on technology because computer can help hand eye coordination, it is easy to learn about faraway places or people, and the computer enables you to talk online. This is why it support the computer. First, the computer benifits society because it developes hand eye cordination. Did you know that nine out of ten people who use a computer have improved hand eye coordination. Bill @CAPS2, creator of @ORGANIZATION1, ""The keyboard is the most important part of the computer because it builds hand eye cordination."" This reminds me of when I got my first computer and had no hand eye cordination. @CAPS3 I can type with my eyes closed. I understand how you might think that computers cause people to not get enough exercise, however, the computer can improve your hand eye coordination. This is why I support the computers. Next I support the computer because you can learn about faraway places and people. Did you know that nineteen out of twenty students use a computer when the to learn a place or a person. @PERSON3 stated, ""The way students study is much different than it used to be, @CAPS3 students use computers."" This reminds me of when recently I had a report to do on @PERSON1 and all needed was my computer. I see how you @MONTH1 think that enjoying natures is imprtant, intelegence is even more important . This is why the computer supports our society. Finaly, I support the computer you can talk to the world instantly. Did you know that ninety-nine out of our hundred students talk online to in touuchscreen. @PERSON2, creator of @CAPS4, an instant messaging website, stated, ""@CAPS5 is no doubt that @CAPS4 is the easiest way to stay in touch with , This reminds me of when I went away on vacation and still stayed in touch with my friends through @CAPS4. I understand how exercise is essential to your body, however, talking with friends is important too. This is why I support the computer. In conclusion, I support the computer because it support hand eye coordination, you can learn about faraway places and people, and you can communicate with people around the world. @CAPS3 that you knew why I support the computer @CAPS5 should be no doubt that you will support it."	5	5		10																					
443	1	"Dear @CAPS1 I support that computers have a positive effect on people because they have so many things to do and learn on the computer, because on the computer you can look up many things like sports, animal world history and lot more. The reason I support this is because I like to look up history about @CAPS2 and @CAPS3 pioneer who have changed humanity. The @CAPS4 reason why I say computer effect people is because it teaches you how to type faster and know now to get certain places on the computer for example say you mom was asked you do you know how to get to a certain website to buy new furniture. @CAPS6 third reason of how computers effect people is if say one day you had to do a project, on what happen during @CAPS2 revolution and you were one of those people that spend all their time looking up @CAPS2 revolution on the computer. That means that project should be real easy. The @CAPS4 reason why I say computers affect people is because they teache better communicating skills on things like facebook and @CAPS5, because when I'm in school kids tell each other to go on there facebook when they get home. I also think computer affect people because say you have a idol and wan't to look up that person for example I like football, basketball @CAPS6 idols are @PERSON1 peterson and @PERSON2 iverson, so everytime I go on the computer I look up both of @CAPS6 idols. @CAPS6 last reason why I say computers effect people are because they teach how to read because everytime on the computer haves something to read about no matter what it is."	4	4		8																					
444	1	"Dear Newspaper, ""@CAPS1 a computer @CAPS15?"" @CAPS2’s a continous subject and @CAPS10 controveries and ideas have been made, like senior scientis @PERSON2, I believe that computer can be used to help people connect with friends, long distant relatives"" says @PERSON2. @PERSON2 @CAPS1 right, computers bring people together whether its friends families or relatives from far countries. @CAPS2 also helps with everyday needs like and homework. First off people can do @CAPS10 things on a computer, including homework finding a store and checking out traffic and weather. You can play games, connect with friends learn recipies and react if the wreckers the football game. @CAPS4 creating a link all around the world people can find out information about one another and learn what they are all about. @PERCENT1 of large corporations find the @CAPS3 and computer very useful. ""@CAPS4 using the @CAPS3 I can find a willing participant in charities"" says @PERSON4, charity fund raiser in @LOCATION1. Second, @CAPS4 using the @CAPS3 people can share their wares on @CAPS10 sites including @CAPS6 and @CAPS7. People also create websites to share their wares, @PERSON1 the co-owner of The @CAPS8 @CAPS9, a duct @CAPS8 wallet company that also raises money for @LOCATION2, has started to create a website, and hopes to raise awareness of the terrible event that happened."" @CAPS10 like @PERSON1 use the @CAPS3 to expand their buisness. ""@CAPS12 stay in the past, when the door to the future @CAPS1 open?"" @CAPS13 @PERSON3, the succesful owner of @ORGANIZATION1. @CAPS4 using computers, people can gather data from others and create new inventions to help the world. People can create @NUM1-@CAPS14 diagrams on a computer and send the data to a company, and hopefully create @CAPS2. Computers arent just same plaything, they are serious pieces of equipment that can help the world. Although @CAPS10 people might find the down sides to computers, they will always be able to think of a good side. I hope that you will use this article to prove that computers arent all @CAPS15."	4	4		8																					
445	1	"Dear @CAPS1, In my opinion I think we should use computers. The reason why I think we should use computers because @CAPS2 we need help on something, we can find it on the computer, also because sometimes that is the only way you can get in touch with someone, and sometimes people @MONTH1 have to go on the computer and check instant mail. Frist of all, I think we should use computers because @CAPS2 we need help on something we can find it on the computer. For example, @CAPS2 a student need help on homework they can go on google and look on the they doing and it will help. Also They can go on a website called http.historywork.com and that will also help that on what. Another reason why I think we should use computer because sometimes that is the only way you can get in touch with someone. When I say this I mean like @CAPS2 you have a computer connect with them on the computer. For example like @CAPS2 you have a gmail, facebook, yahoo or myspace you can talk to you friends at there. I do it all the time. Last reason why I that we should use computer is because sometimes @MONTH1 have to go on the for example @CAPS2 you @MONTH1 had important message the website and you message you. I do it why can't you. So yes I do their."	4	4		8																					
446	1	"Dear @LOCATION1 @CAPS1, I strongly believe that people should cut down on using the computer. Just imagine, more people outside and healthy. Less “cyberspace” bullying, and less burning of electricity. My first reason why people should spend less time on the computer and more outside is because @PERCENT1 of people that use the computer more than two hours a day are either at risk of being overweight or are overweight. Also, @PERSON1, from @ORGANIZATION1 says “@CAPS2 people believe that using the computer gives you benefits, but they don’t. They increase your chances of either being overweight or getting diseases such as diebeties. It’s imperative that the community takes action to stop this from happening. “In addition, my neighbor, @PERSON2 had to do a study to interview overweight adults and teenagers. @CAPS3 told me that @PERCENT2 of the @NUM1 people @CAPS3 interviewed said they don’t go outside and use the computer for about @NUM2 hours a day! I implore the citizens of the @LOCATION1 area to cut down on internet time and go outside to enjoy nature. My second reason is the less people on the computer means less cyberspace bullying. @NUM3 out of @NUM4 people that use the socializing websites have experienced more than @NUM2 encounters of cyberbullying also my sisters friend, @PERSON3, overdosed on advil so @CAPS3 ran comitt suicside because of cyber bullying. Someone had said @CAPS3 was ugly, smelled and should ""go die in a hole."" @CAPS3 didn't tell anyone about this. Luckily her mother brought her to @CITY1 @ORGANIZATION1 fast enough to be put on life support for @NUM6 hours. furthermore, if people cut down on internet socializing website than less people will be in danger of cyberbullying affecting their lives. It's excruciating imperative for people to use the computer for only @NUM7 or @NUM8 hours a day. My final reason is, the less time you use your computer the less money you would be wasting on electricity bills and spending more time on family vacations. Dr. @DR1, from the peabody museum in @LOCATION2 begs people to use less electricity and power on the internet so the environment can slowly rebuild itself to be what it was before technology and electricity was invented. In addition, @PERCENT3 of power used in todays homes is used on computers. Also my grandmother is astounded by what todays technology is doing to the environment and the people behind this madness or electricity. @CAPS3 believes that the less time on the computer means more time on family vacations and with friends. Lastly, it's extremly imperative that people stop using computers as much to help their health their self estem and environment. A case take action to stop using computer @NUM9. Thank you for reading my paper."	5	5		10																					
447	1	"Dear newspaper, In my opinion, computers definetely have a negative effect on people. People who use computers often spend less time exercising. I mean, who would give up their chatrooms and games to get in shape? I remember when i was a little girl - about @NUM1 years old, and i always wanted to be on the computer. I soon got chubby and gained about @NUM2 lbs! I quickly realized the computer is a tool used only when necessary. because it shortens activity time. A survey done by the @ORGANIZATION2 (@CAPS1) showed that @PERCENT1 of @CAPS4 between ages @NUM3 are overweight because of their computer use. Famous singer @PERSON2 says. ""I keep going and losing weight because of computers! I will gain weight and then run it off and ignore the computer for a week."" I know you might be thinking that computers dont make you obese if you use it sparingly, but research has proven that more than @NUM4 mins a day can make you gain fat. Clearly, computers are to blame for our society's weight problem. Have you ever really seen nature's beauty? People who use computers don't! I mean, people are too busy looking up things on the web that nobody can truly appreciate. the outside world. I remember when i watched the movie @CAPS2 last week, I thought to myself, ""@CAPS3, nature is amazing, why didn't I notice before?"" I already know the answer. Computer, A survey conducted by @NUM5 grade @ORGANIZATION1, @PERSON1 showed that @NUM6 out of @NUM7 @CAPS4 have never noticed the blooming flowers or the smell of fresh rain. Famous physician, @PERSON4, ""@CAPS4 that dont see nature for its true beauty often can't grow up normally. People were supposed to be naked to nature, but over the years, technology has diminished that connection."" I know you @MONTH1 that that @CAPS4 see enough of nature even with computers but more than often., @CAPS4 dont pay attention to nature. They are too busy with computers. Obviously, nature is ignored by society because of computers. Familes grow more and more detached every time a child or even adult uses a computer. I mean, every time you hit that on switch, you and the computer become attached. You can't focus on the people around you. I remember when my sister @PERSON5 was in @NUM5 grade, she never took her eyes off the computer. She would play solitore and instant message her friends all the time and she then completely disconnected with the family. A test done by @ORGANIZATION3 showed that teens will rebel @NUM9 times more than usual with the aid of a computer. Famous talk-show host, @PERSON3 says, ""@CAPS4 shouldn't use computer, they will get detached from friends and family."" I know you're thinking @CAPS4 dont get detached, but they di. Clearly @CAPS4 seperate from their friends and family because of computers. In conclusion, any far minded person can tell that computers have a negative effect on people because they consume exercise time, make @CAPS4 forget about nature, and seperate family and friends. Therefore, I urge you to not use computers!"	6	5		11																					
448	1	"Computers are very enchanced pieces of machinery. With this high-@CAPS7 object comes knowledge of many different places and what is happening around the world. Next, typing is a universal way of writing that is much faster than hand-writen pieces. Lastly, @CAPS5 is a convenient and fun way to relieve stress by interacting with other users around the world. These are thousands of news sbrics, evey day of the year that do not ultimately get coverd because of limited are time on news channels. To quickly and simply get your news from around the world you can visit a website and lock at hundreds of stories at the click of a button. To add to that, you will get more in-depth news for these is no limit on room or space on the website. These will even be areas on the website to donate to the that need assistance. patrick @PERSON3, founder of the @CAPS1 @CAPS2, stated"", @CAPS4 bring in billions at dollars in aid to people who otherwise would be in deep trouble, and the main source of all of this money is from internet websites.""@CAPS3 the internet, millions of people would not even know about these people who desprately need help. Typing is a quick and fairly simple way to write, that saves people valuable time. Teaches often assign writing homework, which takes about twice as long to hand-write other than type. Using typing would save you this time and allow you to continue on with other important tasks that are needed to be completed. Furthermore, typing is a mandatory class for many freshmen and previous experience is very helpful to the teachers and students. ""@CAPS4've had many students,""says typing intruder @PERSON2, and the ones that excel not only get an 'A', but also cut there homework time in half. Stress is a common problem in all age groups, and a computer is the best way to releive @CAPS5. Interactive game with people around the world will broaden your specturm to other cultures. You way use your typingskills to talk with others, and share your opinions with them.""@CAPS5 @MONTH1 seem a shock,"" says @PERSON1 at @CAPS6 @CAPS7"", but people who use computers an hour a day are much more culturaly advanced that the others.""To add to that, you can use video chat to talk to people in foreign areas. Friends, family, and exchange students are able to talk and see you through video chat. This greatly reduces parent stay of their children living in a foreign country.Many people"	5	4		9																					
449	1	Computers are good because people can find what they need and their fun ask things find places get things for a good price.	1	1		2																					
450	1	"Dear Readers, I believe that spending time on the computer has its pros and cons. For the good things people are able to do research talk to people such as friends and family and also the computer can help you learn about anything you need to know about. I also think that there are some cons. People spend way to much time becomming distracted, you ignore your family without even knowing it and if you are just staring at a computer screen which can perminatly damage your eyes. I'm going to start with the good things about how computers have effects on people. The computer is great if you have to do research. If you need information on anything you can search it. Like if you have to do research on a certain project or subject the computer is the fastest way to get the information you need. Another good thing is that you have the capibility to talk to people such as friends and family. To me that is very important and I'm sure for you it is too. Thats what I believe a few of the good things are. Now, I'm going to talk about the bad things. I firmly believe that people are spending way too much time on the computer, without knowing how long has gone by! You just stare at the screen, which is not good for your eyes. It can perminatly damage them. One last thing I would like to mention, is that when you are on the computer they tend to ignore their friends and family which could be a big problem. These were just a few examples about how the computer has an effect on people."	4	3		7																					
451	1	"Dear @ORGANIZATION1, I believe that people should be able to go on the computers and still be doing it. For a good reason such as communicating with far away relatives. Another reason is, if you need a @ORGANIZATION1 work-out or healthy eating tips, you can just print them out. And my last reason is if you're going on a far away trip but you don't know the way, you can just print out directions (@ORGANIZATION2). Say if you have a relative that lives all the way in @CAPS1 but you can't call them because you live all the way in the @LOCATION1 And if you call them, it'll cost you about @MONEY1 per minute. What you can do is you can contact them over the computer (webcam). And it's way better than just calling them because you can actually see them. Or if your on a business trip away from home, you can check upon your family. My second reason is, you can stay fit while being on the computer. You can look up @ORGANIZATION1 ""yoga"" poses. Or you can also do fitness lessons while watching them off of your computer. And if you're on a diet, you can look up @ORGANIZATION1 healthy recipes. You can also get @ORGANIZATION1 work-out equipment that'll make (or keep you), nice and slim. My last reason is that if you're going on a long journey away from home you need to now the way. But, what if you don't know the way? You can go on the internet and look up directions. And that is way better because at least you arent wasting money on a @MONEY2 @ORGANIZATION3. And it is more and quicker. And the best part is that you don't have to keep looking at the @ORGANIZATION3 and program stuff. With the maps on the computer, you can print it out and actually keep it. Those are all my reasons to why people should really go on computers. There are many things that a computer can do which is really good. You can communicate with relatives, stay fit/healthy while on the computer and getting maps. I hope that this opens up many peoples eyes. And maybe change a couple scientist's mind."	4	4		8																					
452	1	"Should there be computers in are society. Yes, there should computer are good things and are good help. I can give you @NUM1 good reasons why. Paying bills, facebook, and research. This is why computers are good. My first reason why computers are good is because people need to pay bills its easier to pay your bills online then to do all the paper work, and it makes it faster for people and computers are really good for them thats why we need computers. My second reason why we need computers is because people have facebook. And thats a good way to talk to friends, and get new friends and its fun to have facebook and just interact with people and why computers are good in society. My thrid reason why we should have computers in are society is because research and need to get info from and an computer is really good help for that, there great help for research like an specific topic the computer has all that. In conclusion having computers is really good because of paying your bills, facebook, and research, so people need computers so I told you all good things about computers can you tell me yours!!"	4	3		7																					
453	1	"Dear local newspaper, @CAPS1 has come to my attention that computers have positive and negative effects on people. In the past their have been more negative effects on people. In a survey taken in @CAPS2 magazines @CAPS1 should that @PERCENT1 of people, have negative effects with computers. Inmy opinion, I think comuters have a negative effect on people. First, people are not interacting with family and friends. @CAPS1 is very important to have interactions with people. When on the computer your not really interacting with. You just sit there staring at a screen. In a survey taken at @CAPS3 @CAPS4 @CAPS1 should that @PERCENT2 of people are on computer and not interacting with the people around them. Parents don't se etheir kids as much because they are always on the computer. Parents would love to see their kids move. Interacting with their family and friends will be healthy to them. Computers take the away fromhanging out with family and friend. Secondly, people don't get to enjoy nature. People on computer might go outside because they are involved with the computer. Stay in one room doing the thing for books for a @CAPS5 in a while people need fresh air. too but learning about nature is more nature. If you dont enjoy nature you dont know what is going on.NAture is all around us and why would you miss out on. in a survey taken in a local magazine @CAPS1 should that @PERCENT2 of people are on computer and. While people enjoy computer, nature. Lastly, people are spending too much time on their computers and less time exercising. Exercise is important for the mind and body. Our bodies need to stay healthy and fit. The lack of exercise is increasing fast. The more people get computers the people exercise. America is over weight already to join the People on computers most just long to become over weight. People rather play on computer that got exercise for a healthy body. Dr. @DR1 a local doctor, has seen more people become over weight and not exercise as much as they used to. He says computers do not provide exercise. He recommends that people use their computers less computers are doing more. In conclusion, I think computer negative effect on. My three reasons are that people are not interacting with friends and family, not enjoying nature and getting less exercise. I you to be in of negative effects on people. @CAPS1's important decision is up to you. "	4	5		9																					
454	1	"Dear @CAPS1 @CAPS2 @CAPS3, To start off I would like to give my opinion on using compuers too much. Although I use a computer a lot I still have fun with friends and play sports. But to much time on the computer can cause you noth wanting to get exercise or maybe getting sick easier. Spending so much time on the computer can cause a kid to be shy in the outside life. Exerasing is very healthy for kids and adulst. there are way to many people on computers doing anything you can think of for hours. Staring at a computer screen for a long amount of time will not keep you fit or in shape. People should have a minimal amount of time of @NUM1 minutes each day and then get some exercise. this way you would get time for being on the internet and still doing what's good for you, I shouldn't feel bad about the people who waste all their time on the computer but I do. To see them getting gross and gaining weight from lack of exercise makes we want to help htem @CAPS4 one should put themselves into that kind of situation. What I've noticed about people who stay online a lot is that they get sick more often. From sitting there like lazy bums they don't get fresh-air. Not getting enough fresh-air can cause a cold or for some people with problems to get very sick. They need to think twice about what they're getting themselves into. I would rather be having fun and getting nice fresh-air then sitting on the computer about to be sick. It can be a different story if you went home sick from work/school and went on the computer. but being sick from the computer is gross. Even though to say, people who are on the computer often are shy in person. If someone gets in a fight on the internet that can cause them so much pain to not even talk. Interacting with people is very nice and touching. But being shy and lonely because of a fight on the computer or from being on it too much, is something to be ashamed of you shouldn't have to be that way because of one thing. Get out in the world and don't let things like that get to you. To this off, it would be nice for people to take care of themselves and not stay on the internet for so long. Remind yourself to have atleast @NUM1 minutes to yourself and to do waht you want but get some exercise also. Don't forget about staying healthy and going for a jog once in a while. You shouldn't focus your life on your computer. Thank you and have a great day."	4	4		8																					
455	1	People are probly on the computers chating there e-mail or making a websit or they are on youtube. Maybe the person does not like to go outside and enjoy nature or spending time with there family there are probly checking out new websites and playing games or the problay on the comper to book there vactions of seeing what is on sell a welmart. They are probly looking at or buy a new truk or they are looking at the history on all the wars and how they were started.	2	2		4																					
456	1	"I think computers work @CAPS4 because it helps people with there own work. but computers do make people addicted because you mostly could do anything but mostly computers were able to use for help like work, maps, friend to find ot problems like for school it helps htem with math, science, social studies and @CAPS4 of more things. But people abuse it like ther @CAPS2 games and their dont even go outside they don't talk to there friends or even see ther friends its mostly not haven a life. And people dont feel like going to school because their over and there tired and ther just want to use the computer all day with not stopping. And so i think that people are just to addicted to compulers they dont use it for the fright reasons. Had then people get sick they could get hoadaks or they feel like puking. And they dont get to see that of things like go to the @CAPS1, @CAPS2 football, soccer, @CAPS3, valleyball or even take there own dog for a walk at the @CAPS1. @CAPS4 of people buy computers for games and @CAPS4 or muture people buy computer for there work and find were places are so the computer helps @CAPS4 but it addicted @CAPS4 of people. And computers do really break @CAPS4 because people could download a game or something and then it gives it virus. So you mostly spend about @NUM1 $ or @NUM2$ as fix it. And there new computers come and its like @NUM3$ and @NUM4$ and there different just from beand and ther go aboutmore faster. And whne people's computer break some go crazy and feel like doing some cordy stuff. Ther does feel like they does friends they only stay at the room for every they never down out at all and if they do come out the room they instly dont respect there parents they do whatever they feel like doing and they they act into troubles with the . So computers do help out sometimes they dont but maybe should make different changes."	3	4		7																					
